Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C3",603,2,4.7u,
C4,603,1,3.9n,
"C45, C46",603,2,82n,
"C47, C48",603,2,560p,
"C49, C50, C51",603,3,100n,
C6,603,1,10n,
C7,603,1,3.3n,
D1,D_SOD-323,1,1N5819WS,C191023
"R1, R2, R6, R7",603,4,10k,
R10,603,1,100k,
"R11, R35",603,2,1k,
R12,603,1,200k,
"R3, R9",603,2,15k,
R4,603,1,5.6k,
R5,603,1,4.7k,
R8,603,1,18k,
U7,SOT-89-3,1,L78L05_SOT89,C71136
